id_source,id_target,fake_news_shared_by_source,fake_news_shared_by_target,real_news_shared_by_source,real_news_shared_by_target
4276,4431,2,0,0,1
4276,5858,2,0,0,2
5980,4276,0,2,1,0
6345,4276,0,2,1,0
6648,4276,1,2,0,0
6984,4276,0,2,1,0
7859,4276,1,2,0,0
4276,8593,2,0,0,1
8728,4276,0,2,1,0
9358,4276,2,2,0,0
9747,4276,1,2,0,0
9944,4276,1,2,0,0
10105,4276,6,2,0,0
4276,10346,2,1,0,0
10437,4276,1,2,0,0
4276,10643,2,0,0,1
4276,10850,2,0,0,1
10952,4276,1,2,0,0
11328,4276,1,2,0,0
11391,4276,0,2,1,0
11753,4276,1,2,0,0
12144,4276,1,2,0,0
4276,12582,2,0,0,1
12625,4276,1,2,0,0
12701,4276,1,2,0,0
4276,12893,2,0,0,1
4276,12912,2,0,0,2
4276,13133,2,1,0,0
4276,13534,2,1,0,0
13823,4276,0,2,1,0
14414,4276,2,2,0,0
4276,14464,2,1,0,0
4276,14855,2,2,0,0
4276,15220,2,1,0,0
10184,4291,2,0,0,1
4303,679,1,0,0,4
834,4303,0,1,1,0
895,4303,0,1,1,0
4303,973,1,2,0,0
1380,4303,1,1,1,0
4303,1662,1,1,0,0
4303,2019,1,1,0,0
2069,4303,1,1,0,0
2129,4303,0,1,1,0
2350,4303,0,1,1,0
2393,4303,1,1,0,0
4534,4303,1,1,0,0
4548,4303,1,1,0,0
4650,4303,3,1,0,0
5707,4303,1,1,1,0
4303,5866,1,0,0,1
6289,4303,1,1,0,0
6451,4303,0,1,1,0
7075,4303,2,1,0,0
7477,4303,1,1,0,0
7480,4303,0,1,1,0
7731,4303,1,1,0,0
8694,4303,0,1,3,0
8844,4303,1,1,0,0
8848,4303,1,1,0,0
10776,4303,1,1,0,0
12435,4303,1,1,0,0
12901,4303,13,1,0,0
12984,4303,0,1,1,0
13548,4303,0,1,1,0
13635,4303,4,1,0,0
4303,14435,1,0,0,1
4303,14806,1,1,0,1
4303,14812,1,1,0,0
15217,4303,3,1,0,0
584,4310,1,4,0,0
789,4310,1,4,0,0
1112,4310,0,4,1,0
4637,4310,1,4,0,0
7874,4310,0,4,1,0
10270,4310,0,4,1,0
4131,4322,1,2,0,0
14925,4323,2,0,0,1
789,4338,1,0,0,1
3887,4338,3,0,0,1
7137,4338,1,0,0,1
11843,4350,2,0,0,1
31,4368,0,1,1,0
45,4368,1,1,0,0
437,4368,1,1,0,0
740,4368,1,1,0,0
789,4368,1,1,0,0
1068,4368,1,1,0,0
1973,4368,1,1,0,0
4368,3728,1,0,0,1
4368,3887,1,3,0,0
4368,4378,1,0,0,1
4368,5236,1,1,0,0
4368,5773,1,0,0,1
4368,6177,1,1,0,0
4368,7433,1,0,0,1
4368,10690,1,3,0,0
4368,10922,1,1,0,2
11331,4368,0,1,1,0
11676,4368,3,1,0,0
12956,4368,0,1,13,0
789,4369,1,0,0,4
963,4369,0,0,1,4
1183,4369,0,0,1,4
2674,4369,0,0,1,4
4369,3327,0,0,4,3
7242,4369,0,0,1,4
7337,4369,0,0,1,4
4369,7408,0,1,4,0
11608,4369,5,0,6,4
12330,4369,0,0,2,4
4369,12470,0,1,4,0
13823,4369,0,0,1,4
4369,14061,0,0,4,3
14945,4369,0,0,1,4
1973,4370,1,0,0,1
13965,4373,0,0,1,1
4378,11302,0,0,1,1
11337,4378,1,0,0,1
11843,4378,2,0,0,1
4378,12202,0,0,1,2
6501,4383,0,1,2,0
7549,4383,1,1,0,0
11843,4383,2,1,0,0
2934,4384,1,4,0,0
9596,4384,1,4,0,0
11843,4384,2,4,0,0
6183,4412,0,0,1,1
36,4417,2,0,0,1
4417,584,0,1,1,0
648,4417,0,0,1,1
4417,740,0,1,1,0
4417,789,0,1,1,0
4417,1068,0,1,1,0
3179,4417,1,0,0,1
4417,3592,0,0,1,1
4417,3857,0,1,1,0
4417,3887,0,3,1,0
4417,4596,0,0,1,1
4417,5147,0,2,1,0
4417,6390,0,1,1,0
4417,6641,0,0,1,1
4417,6888,0,1,1,0
4417,7549,0,1,1,0
4417,7970,0,0,1,1
4417,9905,0,1,1,0
4417,10270,0,0,1,1
4417,11328,0,1,1,0
4417,11331,0,0,1,1
4417,11676,0,3,1,0
4417,13159,0,1,1,0
4417,13817,0,1,1,0
4417,14781,0,2,1,1
834,4418,0,0,1,1
1183,4418,0,0,1,1
1566,4418,0,0,1,1
5463,4418,4,0,0,1
6039,4418,0,0,1,1
4418,9018,0,5,1,0
11817,4418,0,0,1,1
4418,12611,0,1,1,0
4418,14210,0,0,1,1
15242,4418,2,0,0,1
2972,4421,0,1,1,0
4793,4421,1,1,0,0
5204,4421,3,1,0,0
5463,4421,4,1,0,0
5491,4421,1,1,0,0
6039,4421,0,1,1,0
7075,4421,2,1,0,0
4421,8112,1,1,0,0
8548,4421,0,1,1,0
8646,4421,0,1,2,0
9341,4421,0,1,1,0
9888,4421,0,1,1,0
4421,10212,1,1,0,0
11817,4421,0,1,1,0
11843,4421,2,1,0,0
12901,4421,13,1,0,0
4421,13074,1,1,0,0
14812,4421,1,1,0,0
584,4424,1,0,0,1
789,4424,1,0,0,1
3857,4424,1,0,0,1
5939,4424,1,0,0,1
7549,4424,1,0,0,1
11859,4424,0,0,1,1
169,4431,1,0,0,1
2833,4431,0,0,1,1
3167,4431,1,0,0,1
3408,4431,0,0,1,1
4276,4431,2,0,0,1
4596,4431,0,0,1,1
4431,5049,0,0,1,3
5337,4431,1,0,0,1
7048,4431,0,0,1,1
7337,4431,0,0,1,1
8742,4431,1,0,0,1
9255,4431,1,0,0,1
10690,4431,3,0,0,1
11459,4431,1,0,0,1
12874,4431,1,0,0,1
4431,13422,0,0,1,1
14464,4431,1,0,0,1
14674,4431,1,0,0,1
4431,15220,0,1,1,0
1566,4432,0,0,1,1
4548,4432,1,0,0,1
6527,4432,1,0,0,1
7480,4432,0,0,1,1
8135,4432,0,0,1,1
10776,4432,1,0,0,1
789,4460,1,1,0,0
8135,4460,0,1,1,0
13877,4460,1,1,0,0
4461,1008,0,0,1,1
4461,1973,0,1,1,0
4461,2849,0,0,1,1
4461,4520,0,0,1,1
4461,4766,0,1,1,0
4461,5337,0,1,1,0
4461,5714,0,0,1,6
4461,5906,0,0,1,1
5939,4461,1,0,0,1
4461,6177,0,1,1,0
7242,4461,0,0,1,1
4461,7337,0,0,1,1
4461,8004,0,0,1,1
4461,8728,0,0,1,1
4461,9853,0,1,1,0
4461,9903,0,0,1,1
4461,10500,0,0,1,1
4461,11006,0,0,1,1
4461,11337,0,1,1,0
4461,11642,0,0,1,1
11818,4461,1,0,0,1
4461,12330,0,0,1,2
4461,12956,0,0,1,13
4461,13812,0,3,1,0
4461,13986,0,0,1,1
4461,14551,0,0,1,2
679,4465,0,1,4,0
834,4465,0,1,1,0
4465,940,1,0,0,4
4465,1660,1,0,0,1
2972,4465,0,1,1,0
4702,4465,1,1,0,0
7731,4465,1,1,0,0
9682,4465,0,1,1,0
11775,4465,1,1,0,0
12435,4465,1,1,0,0
14061,4465,0,1,3,0
4472,956,10,0,0,1
4472,1187,10,1,0,0
4472,1722,10,0,0,1
3167,4472,1,10,0,0
4472,4208,10,1,0,0
4472,5646,10,1,0,0
4472,15221,10,0,0,1
648,4476,0,2,1,0
822,4476,1,2,0,0
830,4476,2,2,0,0
4476,1081,2,0,0,1
1112,4476,0,2,1,0
2004,4476,0,2,1,0
3404,4476,1,2,0,0
4653,4476,0,2,1,0
5014,4476,0,2,1,0
5452,4476,0,2,3,0
4476,5731,2,1,0,1
5881,4476,1,2,0,0
6815,4476,0,2,6,0
4476,6962,2,2,0,0
4476,7313,2,1,0,0
7549,4476,1,2,0,0
8793,4476,2,2,0,0
9593,4476,0,2,2,0
9596,4476,1,2,0,0
4476,10130,2,0,0,5
4476,10686,2,0,0,2
10952,4476,1,2,0,0
11391,4476,0,2,1,0
11707,4476,0,2,3,0
11753,4476,1,2,0,0
12497,4476,0,2,4,0
12956,4476,0,2,13,0
13263,4476,0,2,1,0
13396,4476,0,2,2,0
13812,4476,3,2,0,0
14781,4476,2,2,1,0
2972,4483,0,2,1,0
2734,4487,0,0,1,1
2972,4487,0,0,1,1
5680,4487,2,0,0,1
8135,4487,0,0,1,1
8715,4487,1,0,0,1
11843,4487,2,0,0,1
12672,4487,0,0,1,1
449,4489,0,4,1,1
584,4489,1,4,0,1
621,4489,1,4,0,1
697,4489,1,4,0,1
789,4489,1,4,0,1
3592,4489,0,4,1,1
4489,3723,4,1,1,0
4489,4992,4,1,1,0
4489,5583,4,0,1,1
6648,4489,1,4,0,1
7242,4489,0,4,1,1
7337,4489,0,4,1,1
7970,4489,0,4,1,1
9225,4489,0,4,2,1
10270,4489,0,4,1,1
10690,4489,3,4,0,1
11676,4489,3,4,0,1
12874,4489,1,4,0,1
13817,4489,1,4,0,1
14860,4489,0,4,1,1
2934,4501,1,0,0,1
36,4520,2,0,0,1
4520,133,0,1,1,4
4520,182,0,0,1,5
4520,762,0,2,1,0
822,4520,1,0,0,1
996,4520,2,0,0,1
4520,1031,0,1,1,0
4520,1055,0,0,1,5
4520,1329,0,2,1,0
4520,1430,0,2,1,0
1928,4520,1,0,0,1
2004,4520,0,0,1,1
2155,4520,1,0,1,1
4520,2180,0,1,1,0
4520,2427,0,0,1,18
2429,4520,0,0,2,1
4520,2849,0,0,1,1
4520,3383,0,1,1,1
3408,4520,0,0,1,1
4520,3500,0,3,1,0
4520,3670,0,0,1,1
4520,3671,0,1,1,0
4520,4083,0,0,1,1
4186,4520,0,0,2,1
4461,4520,0,0,1,1
4520,4756,0,5,1,0
4520,4831,0,1,1,0
4520,5021,0,0,1,1
4520,5342,0,0,1,1
4520,5356,0,0,1,2
4520,5401,0,0,1,1
4520,5688,0,5,1,0
4520,5916,0,1,1,1
4520,6046,0,1,1,0
4520,6355,0,1,1,0
4520,6436,0,1,1,0
6702,4520,1,0,0,1
4520,6920,0,0,1,2
4520,6946,0,1,1,0
4520,6962,0,2,1,0
4520,7010,0,1,1,0
4520,7021,0,0,1,1
4520,7047,0,1,1,0
4520,7048,0,0,1,1
4520,7178,0,0,1,2
4520,7188,0,1,1,0
4520,7317,0,1,1,0
7398,4520,1,0,0,1
4520,7433,0,0,1,1
4520,7456,0,1,1,0
4520,7566,0,0,1,5
4520,7732,0,0,1,1
7859,4520,1,0,0,1
4520,7950,0,0,1,1
4520,7991,0,2,1,0
4520,8006,0,1,1,0
8053,4520,1,0,1,1
4520,8121,0,0,1,1
8133,4520,0,0,1,1
8201,4520,0,0,1,1
8338,4520,0,0,4,1
4520,8465,0,2,1,0
4520,8593,0,0,1,1
4520,8741,0,0,1,1
4520,9098,0,0,1,2
4520,9208,0,1,1,0
4520,9236,0,0,1,1
4520,9413,0,1,1,0
4520,9679,0,5,1,0
9877,4520,0,0,1,1
9949,4520,0,0,1,1
4520,9993,0,1,1,0
4520,10100,0,3,1,0
10118,4520,0,0,1,1
4520,10161,0,0,1,1
4520,10774,0,0,1,1
4520,10836,0,0,1,1
4520,10862,0,0,1,1
4520,11098,0,0,1,1
4520,11146,0,0,1,1
11156,4520,0,0,2,1
4520,11887,0,11,1,8
11968,4520,1,0,0,1
4520,12283,0,0,1,4
4520,12376,0,1,1,0
12428,4520,1,0,1,1
4520,12470,0,1,1,0
12516,4520,1,0,0,1
4520,12582,0,0,1,1
4520,12607,0,0,1,1
4520,12675,0,0,1,1
4520,12701,0,1,1,0
4520,12831,0,0,1,1
4520,13003,0,0,1,1
4520,13336,0,0,1,1
4520,13396,0,0,1,2
13757,4520,1,0,0,1
4520,13761,0,1,1,0
4520,13823,0,0,1,1
4520,13841,0,0,1,1
4520,14187,0,2,1,0
14543,4520,0,0,1,1
14622,4520,0,0,1,1
4520,14674,0,1,1,0
4520,14819,0,1,1,0
4520,14937,0,2,1,0
4520,14938,0,2,1,0
4520,14945,0,0,1,1
4520,15220,0,1,1,0
921,4524,1,0,0,1
12166,4524,0,0,2,1
2934,4526,1,5,0,3
6084,4526,0,5,1,3
6183,4526,0,5,1,3
7423,4526,1,5,0,3
11843,4526,2,5,0,3
4532,306,0,1,1,0
895,4532,0,0,1,1
4532,2065,0,1,1,2
4708,4532,3,0,1,1
10776,4532,1,0,0,1
11571,4532,0,0,2,1
4532,12389,0,0,1,1
13317,4532,0,0,1,1
4532,13328,0,2,1,0
4534,656,1,4,0,0
1380,4534,1,1,1,0
4534,2065,1,1,0,2
6451,4534,0,1,1,0
7888,4534,0,1,1,0
4534,9742,1,1,0,1
4534,13360,1,0,0,1
4534,14925,1,2,0,0
6183,4536,0,2,1,0
1068,4539,1,0,0,1
1380,4539,1,0,1,1
3710,4539,1,0,0,1
4019,4539,1,0,0,1
6059,4539,1,0,0,1
7337,4539,0,0,1,1
8121,4539,0,0,1,1
9892,4539,0,0,1,1
12831,4539,0,0,1,1
2972,4542,0,3,1,0
4548,447,1,1,0,0
4548,702,1,1,0,0
4548,749,1,1,0,0
4548,1262,1,1,0,0
4548,1662,1,1,0,0
4548,1880,1,1,0,0
4548,1943,1,0,0,2
4548,2313,1,0,0,1
4548,3150,1,0,0,1
4548,3753,1,0,0,2
4548,4269,1,1,0,0
4548,4303,1,1,0,0
4548,4432,1,0,0,1
4650,4548,3,1,0,0
4548,4667,1,0,0,1
4548,4702,1,1,0,0
4548,5272,1,1,0,0
4548,5293,1,1,0,0
4548,5765,1,0,0,1
4548,5917,1,1,0,0
4548,6073,1,1,0,0
4548,6163,1,0,0,1
4548,6213,1,0,0,1
4548,6324,1,0,0,1
4548,7293,1,0,0,2
4548,7364,1,1,0,0
7888,4548,0,1,1,0
4548,8011,1,1,0,0
8054,4548,1,1,0,0
4548,8069,1,0,0,1
4548,8112,1,1,0,0
4548,8218,1,1,0,0
4548,8343,1,0,0,1
4548,8632,1,2,0,0
4548,8831,1,1,0,0
4548,9253,1,0,0,1
4548,9267,1,0,0,1
9888,4548,0,1,1,0
4548,10064,1,0,0,1
4548,10271,1,0,0,1
10691,4548,1,1,0,0
4548,10890,1,1,0,0
4548,10907,1,0,0,1
4548,11039,1,0,0,1
4548,11040,1,1,0,0
4548,11671,1,4,0,0
4548,11804,1,1,0,0
4548,12091,1,0,0,1
4548,12435,1,1,0,0
4548,12442,1,0,0,2
4548,12895,1,1,0,0
4548,13120,1,1,0,0
4548,14537,1,1,0,0
4548,14628,1,0,0,2
4548,15196,1,2,0,0
15242,4548,2,1,0,0
584,4550,1,4,0,2
1008,4550,0,4,1,2
3404,4550,1,4,0,2
5015,4550,1,4,0,2
5337,4550,1,4,0,2
5714,4550,0,4,6,2
6436,4550,1,4,0,2
6821,4550,0,4,1,2
7178,4550,0,4,2,2
7337,4550,0,4,1,2
7963,4550,0,4,1,2
7991,4550,2,4,0,2
8265,4550,0,4,1,2
8742,4550,1,4,0,2
8850,4550,1,4,0,2
9358,4550,2,4,0,2
10500,4550,0,4,1,2
11391,4550,0,4,1,2
11459,4550,1,4,0,2
11642,4550,0,4,1,2
12330,4550,0,4,2,2
14781,4550,2,4,1,2
789,4555,1,0,0,1
5401,4555,0,0,1,1
7242,4555,0,0,1,1
7753,4555,1,0,0,1
10571,4555,0,0,1,1
13598,4555,1,0,0,1
6648,4558,1,2,0,0
6808,4558,0,2,1,0
9604,4558,1,2,0,0
12152,4558,1,2,0,0
4558,14633,2,1,0,1
1380,4568,1,1,1,0
12672,4568,0,1,1,0
9596,4573,1,3,0,0
11843,4573,2,3,0,0
4573,12153,3,2,0,0
11843,4576,2,0,0,1
789,4587,1,0,0,1
830,4587,2,0,0,1
1068,4587,1,0,0,1
3592,4587,0,0,1,1
4587,7433,0,0,1,1
9853,4587,1,0,0,1
11859,4587,0,0,1,1
12330,4587,0,0,2,1
13111,4587,0,0,2,1
789,4590,1,0,0,4
1973,4590,1,0,0,4
7672,4590,1,0,0,4
7970,4590,0,0,1,4
10241,4590,7,0,1,4
12672,4590,0,0,1,4
13827,4590,1,0,0,4
789,4594,1,0,0,1
31,4596,0,0,1,1
4596,250,0,1,1,0
393,4596,1,0,0,1
449,4596,0,0,1,1
584,4596,1,0,0,1
648,4596,0,0,1,1
4596,718,0,2,1,0
996,4596,2,0,0,1
4596,1329,0,2,1,0
1580,4596,0,0,1,1
2004,4596,0,0,1,1
2057,4596,1,0,0,1
4596,2499,0,0,1,1
4596,2582,0,2,1,0
4596,2633,0,0,1,2
2908,4596,1,0,0,1
4596,3029,0,0,1,1
4596,3110,0,1,1,0
3203,4596,0,0,1,1
3603,4596,0,0,1,1
4596,3665,0,2,1,0
4086,4596,1,0,0,1
4251,4596,1,0,0,1
4417,4596,0,0,1,1
4596,4431,0,0,1,1
4596,4489,0,4,1,1
4596,4821,0,1,1,0
5014,4596,0,0,1,1
5015,4596,1,0,0,1
4596,5049,0,0,1,3
4596,5583,0,0,1,1
6570,4596,1,0,0,1
6648,4596,1,0,0,1
4596,6662,0,0,1,1
6745,4596,3,0,0,1
4596,6803,0,1,1,0
6815,4596,0,0,6,1
6874,4596,0,0,1,1
6901,4596,1,0,0,1
4596,6962,0,2,1,0
6984,4596,0,0,1,1
4596,7188,0,1,1,0
7859,4596,1,0,0,1
8168,4596,2,0,0,1
8201,4596,0,0,1,1
8299,4596,0,0,1,1
8338,4596,0,0,4,1
4596,8362,0,1,1,1
4596,8593,0,0,1,1
8717,4596,0,0,1,1
8728,4596,0,0,1,1
9100,4596,1,0,0,1
9171,4596,1,0,0,1
9593,4596,0,0,2,1
4596,9607,0,1,1,0
4596,9895,0,0,1,1
9949,4596,0,0,1,1
4596,9969,0,0,1,1
10118,4596,0,0,1,1
10571,4596,0,0,1,1
4596,10643,0,0,1,1
11151,4596,2,0,0,1
4596,11437,0,0,1,1
4596,11682,0,0,1,1
4596,11859,0,0,1,1
4596,11862,0,1,1,2
12144,4596,1,0,0,1
4596,12230,0,0,1,1
4596,12283,0,0,1,4
4596,12378,0,1,1,0
4596,12386,0,0,1,1
12428,4596,1,0,1,1
12516,4596,1,0,0,1
4596,12582,0,0,1,1
4596,12593,0,0,1,1
4596,12607,0,0,1,1
4596,12893,0,0,1,1
4596,13105,0,2,1,0
4596,13336,0,0,1,1
4596,13534,0,1,1,0
4596,13543,0,4,1,1
4596,13576,0,0,1,1
13621,4596,2,0,0,1
4596,14061,0,0,1,3
14068,4596,0,0,2,1
14305,4596,0,0,1,1
14369,4596,4,0,0,1
14414,4596,2,0,0,1
4596,14551,0,0,1,2
4596,14683,0,0,1,1
4596,14860,0,0,1,1
4596,14938,0,2,1,0
4596,15015,0,0,1,1
4596,15220,0,1,1,0
11843,4597,2,0,0,1
6280,4599,0,1,1,0
5954,4600,0,5,1,0
584,4610,1,0,0,1
789,4610,1,0,0,1
11843,4610,2,0,0,1
143,4615,0,0,1,1
1380,4615,1,0,1,1
4615,5102,0,0,1,1
8135,4615,0,0,1,1
11843,4615,2,0,0,1
621,4617,1,2,0,0
789,4617,1,2,0,0
1973,4617,1,2,0,0
7549,4617,1,2,0,0
4617,10547,2,2,0,0
13263,4617,0,2,1,0
13335,4617,1,2,0,0
13817,4617,1,2,0,0
1973,4618,1,1,0,0
8548,4618,0,1,1,0
9134,4618,0,1,2,0
12609,4618,1,1,0,0
4631,7549,0,1,1,0
4631,7970,0,0,1,1
31,4634,0,2,1,0
740,4634,1,2,0,0
789,4634,1,2,0,0
1112,4634,0,2,1,0
1973,4634,1,2,0,0
4634,2260,2,0,0,1
4634,2533,2,13,0,1
4634,2613,2,0,0,1
4634,2738,2,1,0,0
5147,4634,2,2,0,0
7242,4634,0,2,1,0
4634,7709,2,0,0,1
4634,8121,2,0,0,1
9747,4634,1,2,0,0
9853,4634,1,2,0,0
10837,4634,1,2,0,0
4634,11337,2,1,0,0
4634,11784,2,0,0,1
12956,4634,0,2,13,0
13648,4634,0,2,1,0
13812,4634,3,2,0,0
13986,4634,0,2,1,0
4637,948,1,0,0,1
4637,1651,1,0,0,1
4637,1709,1,0,0,6
1916,4637,0,1,1,0
4637,2315,1,0,0,1
4637,2453,1,1,0,0
4637,2730,1,1,0,0
4637,3600,1,1,0,0
3603,4637,0,1,1,0
4637,4310,1,4,0,0
4637,7718,1,1,0,0
8168,4637,2,1,0,0
8338,4637,0,1,4,0
4637,8465,1,2,0,0
9024,4637,0,1,1,0
9225,4637,0,1,2,0
9255,4637,1,1,0,0
9853,4637,1,1,0,0
9905,4637,1,1,0,0
4637,10054,1,5,0,16
4637,10968,1,0,0,1
11682,4637,0,1,1,0
4637,11820,1,2,0,0
11973,4637,0,1,1,0
4637,12582,1,0,0,1
4637,13391,1,0,0,1
13648,4637,0,1,1,0
13812,4637,3,1,0,0
14369,4637,4,1,0,0
4637,15077,1,1,0,0
830,4640,2,0,0,1
7970,4640,0,0,1,1
1168,4646,0,1,1,2
4646,2160,1,1,2,0
4646,2180,1,1,2,0
2674,4646,0,1,1,2
2849,4646,0,1,1,2
2866,4646,1,1,0,2
3408,4646,0,1,1,2
4646,3457,1,1,2,0
4047,4646,0,1,3,2
4461,4646,0,1,1,2
4596,4646,0,1,1,2
4634,4646,2,1,0,2
6436,4646,1,1,0,2
4646,6888,1,1,2,0
7337,4646,0,1,1,2
7991,4646,2,1,0,2
4646,8121,1,0,2,1
8168,4646,2,1,0,2
8293,4646,2,1,0,2
4646,8546,1,1,2,1
8850,4646,1,1,0,2
9853,4646,1,1,0,2
4646,10181,1,0,2,1
4646,10368,1,0,2,1
4646,10736,1,1,2,0
4646,10874,1,0,2,3
11328,4646,1,1,0,2
11676,4646,3,1,0,2
11707,4646,0,1,3,2
11859,4646,0,1,1,2
12259,4646,0,1,1,2
12330,4646,0,1,2,2
13208,4646,1,1,0,2
4646,13356,1,1,2,0
13539,4646,1,1,0,2
4646,13761,1,1,2,0
4646,14037,1,2,2,0
14622,4646,0,1,1,2
2972,4649,0,0,1,1
11843,4649,2,0,0,1
4650,973,3,2,0,0
4650,1565,3,0,0,1
4650,1787,3,0,0,1
4650,2065,3,1,0,2
4650,2069,3,1,0,0
4650,2393,3,1,0,0
2578,4650,0,3,1,0
4650,3391,3,1,0,0
4650,4303,3,1,0,0
4650,5707,3,1,0,1
4650,5999,3,1,0,0
4650,6221,3,1,0,0
4650,6527,3,1,0,0
4650,7585,3,1,0,0
4650,7719,3,0,0,1
4650,8646,3,0,0,2
8694,4650,0,3,3,0
4650,8920,3,1,0,0
4650,9737,3,0,0,1
10288,4650,1,3,0,0
10776,4650,1,3,0,0
4650,11171,3,0,0,2
4650,12075,3,1,0,0
4650,12576,3,0,0,2
4650,12893,3,0,0,1
4650,13120,3,1,0,0
4650,13317,3,0,0,1
4650,14158,3,1,0,0
4650,14435,3,0,0,1
4650,14628,3,0,0,2
4653,2096,0,1,1,0
4653,2876,0,0,1,1
4653,2986,0,0,1,1
4653,6425,0,1,1,0
4653,10753,0,2,1,0
4653,12537,0,0,1,1
3887,4659,3,1,0,0
740,4665,1,0,0,1
789,4665,1,0,0,1
1973,4665,1,0,0,1
895,4667,0,0,1,1
4667,973,0,2,1,0
2734,4667,0,0,1,1
4548,4667,1,0,0,1
5204,4667,3,0,0,1
6289,4667,1,0,0,1
6527,4667,1,0,0,1
7075,4667,2,0,0,1
4667,7262,0,0,1,1
9740,4667,2,0,0,1
9912,4667,1,0,0,1
10303,4667,1,0,0,1
10776,4667,1,0,0,1
11571,4667,0,0,2,1
11843,4667,2,0,0,1
12901,4667,13,0,0,1
1569,4677,1,1,0,0
4677,1838,1,0,0,1
3091,4677,0,1,1,0
3533,4677,2,1,0,0
3592,4677,0,1,1,0
5452,4677,0,1,3,0
6648,4677,1,1,0,0
6696,4677,0,1,1,0
6946,4677,1,1,0,0
9225,4677,0,1,2,0
10241,4677,7,1,1,0
10304,4677,0,1,1,0
4677,10346,1,1,0,0
11461,4677,4,1,0,0
14305,4677,0,1,1,0
740,4697,1,1,0,0
2972,4697,0,1,1,0
10952,4700,1,0,0,1
1380,4702,1,1,1,0
4702,2065,1,1,0,2
2069,4702,1,1,0,0
2972,4702,0,1,1,0
4702,4677,1,1,0,0
5680,4702,2,1,0,0
4702,6015,1,1,0,1
6039,4702,0,1,1,0
6183,4702,0,1,1,0
4702,7772,1,0,0,10
4702,8011,1,1,0,0
8135,4702,0,1,1,0
8548,4702,0,1,1,0
8694,4702,0,1,3,0
9368,4702,1,1,0,0
9682,4702,0,1,1,0
10776,4702,1,1,0,0
11750,4702,0,1,1,0
4702,11817,1,0,0,1
14812,4702,1,1,0,0
4705,1079,5,1,0,0
4705,5252,5,0,0,1
8135,4705,0,5,1,0
4708,1318,3,0,1,1
4708,4532,3,0,1,1
4708,6221,3,1,1,0
4708,9682,3,0,1,1
10776,4708,1,3,0,1
789,4710,1,1,0,0
3728,4710,0,1,1,0
5147,4710,2,1,0,0
7672,4710,1,1,0,0
12252,4710,1,1,0,0
1494,4750,0,1,1,0
15067,4750,1,1,0,0
830,4754,2,0,0,2
7549,4754,1,0,0,2
7970,4754,0,0,1,2
9309,4754,0,0,1,2
789,4756,1,5,0,0
9225,4756,0,5,2,0
10690,4756,3,5,0,0
13986,4756,0,5,1,0
789,4760,1,0,0,1
4760,1257,0,1,1,0
1973,4760,1,0,0,1
2738,4760,1,0,0,1
3592,4760,0,0,1,1
4760,4793,0,1,1,0
4760,6177,0,1,1,0
4760,7137,0,1,1,0
7549,4760,1,0,0,1
8347,4760,0,0,1,1
9596,4760,1,0,0,1
10571,4760,0,0,1,1
10952,4760,1,0,0,1
13986,4760,0,0,1,1
169,4766,1,1,0,0
3203,4766,0,1,1,0
3408,4766,0,1,1,0
3802,4766,0,1,1,0
4766,7024,1,0,0,1
7178,4766,0,1,2,0
7337,4766,0,1,1,0
7456,4766,1,1,0,0
8201,4766,0,1,1,0
9255,4766,1,1,0,0
9853,4766,1,1,0,0
10161,4766,0,1,1,0
4766,10850,1,0,0,1
11424,4766,0,1,1,0
11459,4766,1,1,0,0
12912,4766,0,1,2,0
13602,4766,0,1,1,0
14937,4766,2,1,0,0
4769,679,1,0,0,4
834,4769,0,1,1,0
4769,2065,1,1,0,2
2734,4769,0,1,1,0
4769,4269,1,1,0,0
7731,4769,1,1,0,0
8135,4769,0,1,1,0
4769,8934,1,0,0,1
9682,4769,0,1,1,0
10774,4769,0,1,1,0
10776,4769,1,1,0,0
4769,12554,1,0,0,1
4769,14183,1,0,0,1
207,4793,1,1,0,0
4793,1318,1,0,0,1
2393,4793,1,1,0,0
4793,3175,1,1,0,0
4793,3792,1,0,0,1
4793,4421,1,1,0,0
4793,4667,1,0,0,1
4760,4793,0,1,1,0
4793,5166,1,0,0,3
4793,5767,1,0,0,1
4793,7037,1,0,0,1
4793,7840,1,0,0,1
4793,8934,1,0,0,1
4793,9601,1,1,0,0
4793,9889,1,1,0,0
4793,10168,1,1,0,0
4793,11080,1,0,0,1
4793,11164,1,3,0,0
4793,11210,1,1,0,0
12439,4793,0,1,1,0
4793,13036,1,0,0,1
4793,13136,1,0,0,4
14026,4793,1,1,0,0
4793,14435,1,0,0,1
14674,4793,1,1,0,0
789,4794,1,1,0,0
789,4800,1,0,0,2
1704,4801,1,1,0,0
2972,4801,0,1,1,0
6183,4801,0,1,1,0
2734,4808,0,1,1,0
4808,5075,1,0,0,1
4808,7445,1,0,0,1
8135,4808,0,1,1,0
12672,4808,0,1,1,0
621,4821,1,1,0,0
3986,4821,1,1,0,0
7242,4821,0,1,1,0
7337,4821,0,1,1,0
4821,8121,1,0,0,1
4821,10547,1,2,0,0
4821,11225,1,0,0,1
11459,4821,1,1,0,0
11676,4821,3,1,0,0
11682,4821,0,1,1,0
12330,4821,0,1,2,0
12964,4821,1,1,0,0
13266,4821,0,1,1,0
4821,13335,1,1,0,0
4822,306,4,1,0,0
4822,595,4,1,0,0
4822,749,4,1,0,0
